source,country,area,lat,lon,year,month,month_num,date,births,country_area
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2001,May,5,2001-05-01,26178,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2001,June,6,2001-06-01,24734,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2001,July,7,2001-07-01,25050,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2001,August,8,2001-08-01,24585,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2001,September,9,2001-09-01,25696,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2001,October,10,2001-10-01,26755,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2001,November,11,2001-11-01,25732,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2001,December,12,2001-12-01,24637,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,January,1,2002-01-01,25771,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,February,2,2002-02-01,22708,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,March,3,2002-03-01,25795,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,April,4,2002-04-01,25466,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,May,5,2002-05-01,26467,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,June,6,2002-06-01,24845,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,July,7,2002-07-01,25538,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,August,8,2002-08-01,24819,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,September,9,2002-09-01,25128,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,October,10,2002-10-01,25361,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,November,11,2002-11-01,25088,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2002,December,12,2002-12-01,24222,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,January,1,2003-01-01,25926,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,February,2,2003-02-01,23256,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,March,3,2003-03-01,27048,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,April,4,2003-04-01,26127,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,May,5,2003-05-01,27560,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,June,6,2003-06-01,26493,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,July,7,2003-07-01,26910,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,August,8,2003-08-01,26555,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,September,9,2003-09-01,26585,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,October,10,2003-10-01,25713,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,November,11,2003-11-01,25094,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2003,December,12,2003-12-01,24068,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,January,1,2004-01-01,25810,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,February,2,2004-02-01,23816,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,March,3,2004-03-01,26629,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,April,4,2004-04-01,26406,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,May,5,2004-05-01,27059,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,June,6,2004-06-01,25916,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,July,7,2004-07-01,26214,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,August,8,2004-08-01,26486,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,September,9,2004-09-01,26690,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,October,10,2004-10-01,25454,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,November,11,2004-11-01,25337,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2004,December,12,2004-12-01,23319,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,January,1,2005-01-01,25574,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,February,2,2005-02-01,23760,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,March,3,2005-03-01,28565,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,April,4,2005-04-01,27972,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,May,5,2005-05-01,28582,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,June,6,2005-06-01,27095,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,July,7,2005-07-01,26129,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,August,8,2005-08-01,27102,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,September,9,2005-09-01,26788,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,October,10,2005-10-01,25811,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,November,11,2005-11-01,24547,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2005,December,12,2005-12-01,22932,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,January,1,2006-01-01,25438,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,February,2,2006-02-01,23363,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,March,3,2006-03-01,27114,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,April,4,2006-04-01,26530,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,May,5,2006-05-01,27857,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,June,6,2006-06-01,26356,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,July,7,2006-07-01,26550,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,August,8,2006-08-01,26859,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,September,9,2006-09-01,27530,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,October,10,2006-10-01,27647,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,November,11,2006-11-01,25795,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2006,December,12,2006-12-01,26454,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,January,1,2007-01-01,27667,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,February,2,2007-02-01,24418,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,March,3,2007-03-01,27479,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,April,4,2007-04-01,25704,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,May,5,2007-05-01,26698,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,June,6,2007-06-01,25618,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,July,7,2007-07-01,25704,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,August,8,2007-08-01,26178,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,September,9,2007-09-01,26283,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,October,10,2007-10-01,25841,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,November,11,2007-11-01,24640,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2007,December,12,2007-12-01,25583,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,January,1,2008-01-01,25882,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,February,2,2008-02-01,24034,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,March,3,2008-03-01,27035,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,April,4,2008-04-01,27167,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,May,5,2008-05-01,27319,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,June,6,2008-06-01,26069,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,July,7,2008-07-01,26872,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,August,8,2008-08-01,27416,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,September,9,2008-09-01,28388,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,October,10,2008-10-01,28138,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,November,11,2008-11-01,26343,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2008,December,12,2008-12-01,27335,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,January,1,2009-01-01,26648,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,February,2,2009-02-01,23469,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,March,3,2009-03-01,27182,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,April,4,2009-04-01,26301,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,May,5,2009-05-01,25829,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,June,6,2009-06-01,25186,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,July,7,2009-07-01,25183,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,August,8,2009-08-01,25681,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,September,9,2009-09-01,27367,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,October,10,2009-10-01,26543,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,November,11,2009-11-01,25429,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2009,December,12,2009-12-01,25908,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,January,1,2010-01-01,25961,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,February,2,2010-02-01,23391,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,March,3,2010-03-01,27082,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,April,4,2010-04-01,25861,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,May,5,2010-05-01,25617,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,June,6,2010-06-01,24754,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,July,7,2010-07-01,25687,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,August,8,2010-08-01,25438,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,September,9,2010-09-01,26823,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,October,10,2010-10-01,26997,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,November,11,2010-11-01,24723,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2010,December,12,2010-12-01,24088,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,January,1,2011-01-01,25347,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,February,2,2011-02-01,23103,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,March,3,2011-03-01,26673,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,April,4,2011-04-01,26108,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,May,5,2011-05-01,27396,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,June,6,2011-06-01,25790,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,July,7,2011-07-01,25821,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,August,8,2011-08-01,26634,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,September,9,2011-09-01,26522,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,October,10,2011-10-01,27250,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,November,11,2011-11-01,26938,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2011,December,12,2011-12-01,26163,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,January,1,2012-01-01,26118,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,February,2,2012-02-01,23924,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,March,3,2012-03-01,25777,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,April,4,2012-04-01,25392,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,May,5,2012-05-01,25885,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,June,6,2012-06-01,24512,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,July,7,2012-07-01,25237,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,August,8,2012-08-01,25854,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,September,9,2012-09-01,25800,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,October,10,2012-10-01,27272,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,November,11,2012-11-01,26353,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2012,December,12,2012-12-01,26251,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,January,1,2013-01-01,26003,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,February,2,2013-02-01,23434,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,March,3,2013-03-01,26175,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,April,4,2013-04-01,26583,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,May,5,2013-05-01,27262,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,June,6,2013-06-01,25628,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,July,7,2013-07-01,26249,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,August,8,2013-08-01,26153,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,September,9,2013-09-01,27545,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,October,10,2013-10-01,27418,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,November,11,2013-11-01,25642,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2013,December,12,2013-12-01,25180,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,January,1,2014-01-01,25649,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,February,2,2014-02-01,23940,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,March,3,2014-03-01,26629,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,April,4,2014-04-01,26884,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,May,5,2014-05-01,27656,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,June,6,2014-06-01,26085,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,July,7,2014-07-01,27243,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,August,8,2014-08-01,27177,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,September,9,2014-09-01,28050,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,October,10,2014-10-01,28029,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,November,11,2014-11-01,27102,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2014,December,12,2014-12-01,27238,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,January,1,2015-01-01,27041,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,February,2,2015-02-01,24326,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,March,3,2015-03-01,26887,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,April,4,2015-04-01,26983,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,May,5,2015-05-01,27398,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,June,6,2015-06-01,26154,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,July,7,2015-07-01,26522,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,August,8,2015-08-01,26814,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,September,9,2015-09-01,27750,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,October,10,2015-10-01,27877,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,November,11,2015-11-01,26529,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2015,December,12,2015-12-01,26643,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2016,January,1,2016-01-01,26158,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2016,February,2,2016-02-01,24713,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2016,March,3,2016-03-01,26061,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2016,April,4,2016-04-01,25860,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2016,May,5,2016-05-01,25971,Brazil - North
svs.aids.gov.br,Brazil,North,-3.129167,-60.021389,2016,June,6,2016-06-01,25235,Brazil - North
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,January,1,2000-01-01,75883,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,February,2,2000-02-01,73201,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,March,3,2000-03-01,82642,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,April,4,2000-04-01,80541,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,May,5,2000-05-01,85868,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,June,6,2000-06-01,80500,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,July,7,2000-07-01,80211,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,August,8,2000-08-01,78462,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,September,9,2000-09-01,77104,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,October,10,2000-10-01,75285,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,November,11,2000-11-01,69132,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2000,December,12,2000-12-01,67275,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,January,1,2001-01-01,77030,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,February,2,2001-02-01,69949,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,March,3,2001-03-01,83559,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,April,4,2001-04-01,80866,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,May,5,2001-05-01,85857,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,June,6,2001-06-01,81038,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,July,7,2001-07-01,80249,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,August,8,2001-08-01,78819,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,September,9,2001-09-01,79530,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,October,10,2001-10-01,79200,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,November,11,2001-11-01,74578,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2001,December,12,2001-12-01,71466,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,January,1,2002-01-01,79600,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,February,2,2002-02-01,72612,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,March,3,2002-03-01,83213,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,April,4,2002-04-01,82442,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,May,5,2002-05-01,85850,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,June,6,2002-06-01,79396,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,July,7,2002-07-01,79235,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,August,8,2002-08-01,75603,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,September,9,2002-09-01,75159,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,October,10,2002-10-01,74232,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,November,11,2002-11-01,70865,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2002,December,12,2002-12-01,71510,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,January,1,2003-01-01,79194,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,February,2,2003-02-01,73524,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,March,3,2003-03-01,85593,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,April,4,2003-04-01,82286,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,May,5,2003-05-01,85351,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,June,6,2003-06-01,80262,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,July,7,2003-07-01,79997,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,August,8,2003-08-01,76934,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,September,9,2003-09-01,75545,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,October,10,2003-10-01,72448,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,November,11,2003-11-01,70286,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2003,December,12,2003-12-01,68725,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,January,1,2004-01-01,73795,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,February,2,2004-02-01,71917,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,March,3,2004-03-01,83453,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,April,4,2004-04-01,82385,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,May,5,2004-05-01,84195,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,June,6,2004-06-01,78210,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,July,7,2004-07-01,77647,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,August,8,2004-08-01,75971,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,September,9,2004-09-01,76026,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,October,10,2004-10-01,72453,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,November,11,2004-11-01,68224,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2004,December,12,2004-12-01,66499,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,January,1,2005-01-01,74097,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,February,2,2005-02-01,69867,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,March,3,2005-03-01,84933,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,April,4,2005-04-01,81923,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,May,5,2005-05-01,86296,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,June,6,2005-06-01,81271,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,July,7,2005-07-01,79680,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,August,8,2005-08-01,78291,Brazil - Northeast
svs.aids.gov.br,Brazil,Northeast,-12.966667,-38.516667,2005,September,9,2005-09-01,78083,Brazil - Northeast
